ID,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight,Date,Year,Month,Day_of_Week,Hour
A-1404584,2,2021-11-23 12:23:30,2021-11-23 16:54:30,45.525215,-122.662158,45.52809,-122.611522,2.459,Slow traffic on I-84 E - US-30 E from I-5 (I-84) to 60th Ave/Exit 3 (I-84) due to accident.,,I-84 E,R,Portland,Multnomah,OR,97232,US,US/Pacific,KPDX,2021-11-23 12:53:00,51.0,51.0,68.0,30.15,10.0,W,10.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-11-23,2021,11,1,12
A-1404585,2,2021-04-09 11:32:00,2021-04-09 12:28:00,45.534083,-122.630117,45.535563,-122.587162,2.081,Slow traffic on I-84 E - US-30 E from 33rd Ave (I-84) to 82nd Ave/Exit 5 (I-84) due to accident.,,I-84 E,R,Portland,Multnomah,OR,97232,US,US/Pacific,KPDX,2021-04-09 11:53:00,50.0,50.0,44.0,30.21,10.0,NNE,6.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-04-09,2021,4,4,11
A-1404757,2,2021-08-18 11:30:30,2021-08-18 15:23:33,45.50571400000001,-122.76408,45.508662,-122.736073,1.371,Slow traffic on Sunset Hwy E - US-26 E from OR-217/Exit 69 (US-26) to Skyline Blvd/Exit 71 (US-26) due to accident.,,US-26 E,R,Portland,Washington,OR,97225,US,US/Pacific,KHIO,2021-08-18 11:53:00,67.0,67.0,59.0,29.92,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-08-18,2021,8,2,11
A-1404786,2,2021-10-23 09:49:30,2021-10-23 11:34:30,45.478224,-122.565573,45.479252,-122.565628,0.071,Incident on I-205 NB near MP 17 Drive with caution.,9601.0, SE Woodstock Blvd,L,Portland,Multnomah,OR,97266-4547,US,US/Pacific,KPDX,2021-10-23 09:53:00,52.0,52.0,86.0,29.7,3.0,ESE,9.0,0.18,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-10-23,2021,10,5,9
A-1405327,2,2021-08-16 09:52:22,2021-08-16 11:37:22,45.469547,-122.680453,45.48682700000001,-122.678813,1.197,Incident on I-5 NB near MP 297 Left lane blocked.,,I-5 N,R,Portland,Multnomah,OR,97219,US,US/Pacific,KPDX,2021-08-16 09:53:00,69.0,69.0,65.0,29.94,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-08-16,2021,8,0,9
A-1405485,2,2021-09-22 15:06:00,2021-09-22 18:54:30,45.476487,-122.678639,45.511661,-122.667194,2.4930000000000003,Slow traffic on Pacific Highway 1 N - I-5 N - Marquam Brg N from Terwilliger Blvd/Exit 297 (I-5) to Exit 300 (I-5) due to accident.,,I-5 N,R,Portland,Multnomah,OR,97239,US,US/Pacific,KPDX,2021-09-22 14:53:00,69.0,69.0,57.0,30.21,10.0,NW,6.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-09-22,2021,9,2,15
A-1405545,2,2021-08-18 12:15:00,2021-08-18 12:41:30,45.432201,-122.769899,45.435679,-122.760221,0.527,Slow traffic on OR-99W from SW Gaarde St/SW McDonald St (SW Pacific Hwy/OR-99W) to OR-217/Beaverton Tigard Fwy (SW Pacific Hwy/OR-99W) due to accident.,12037.0, SW Pacific Hwy,R,Portland,Washington,OR,97223-6248,US,US/Pacific,KHIO,2021-08-18 11:53:00,67.0,67.0,59.0,29.92,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-08-18,2021,8,2,12
A-1405888,2,2021-12-09 16:05:04,2021-12-09 17:50:04,45.504384,-122.565465,45.493224,-122.565749,0.7709999999999999,Incident on I-205 SB near MP 19 Drive with caution.,,SE Division St,R,Portland,Multnomah,OR,97266,US,US/Pacific,KPDX,2021-12-09 15:53:00,44.0,41.0,76.0,30.0,10.0,SSW,6.0,0.03,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2021-12-09,2021,12,3,16
A-1406132,2,2021-04-07 09:34:58,2021-04-07 11:34:58,45.507012,-122.670625,45.511662,-122.667175,0.362,A disabled vehicle is creating a hazard causing no to minimum delays. Use caution.,,I-5 N,R,Portland,Multnomah,OR,97201,US,US/Pacific,KPDX,2021-04-07 09:53:00,46.0,44.0,71.0,30.15,10.0,S,5.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-04-07,2021,4,2,9
A-1406303,2,2021-11-24 11:07:32,2021-11-24 19:07:32,45.533684,-122.564646,45.527654,-122.565976,0.422,A disabled vehicle is creating a hazard causing no to minimum delays. Use caution.,,E Portland Fwy S,R,Portland,Multnomah,OR,97220,US,US/Pacific,KPDX,2021-11-24 10:53:00,43.0,43.0,89.0,30.43,7.0,W,3.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-11-24,2021,11,2,11
A-1406304,2,2021-06-24 12:22:54,2021-06-24 14:22:54,45.527654,-122.565976,45.526324,-122.566026,0.092,A disabled vehicle is creating a hazard causing no to minimum delays. Use caution.,9499.0, NE Irving St,L,Portland,Multnomah,OR,97220-4595,US,US/Pacific,KPDX,2021-06-24 11:53:00,72.0,72.0,53.0,30.03,10.0,WNW,6.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-06-24,2021,6,3,12
A-1407146,2,2021-12-05 14:43:00,2021-12-05 15:19:30,45.493106,-122.673576,45.508146,-122.668684,1.0659999999999998,Slow traffic on Pacific Highway 1 N - I-5 N - Marquam Brg N from OR-43/MacAdam Ave/Exit 299 (I-5) to Exit 300 (I-5) due to accident.,,I-5 N,R,Portland,Multnomah,OR,97239,US,US/Pacific,KPDX,2021-12-05 14:53:00,47.0,45.0,66.0,30.45,10.0,WNW,5.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-12-05,2021,12,6,14
A-1407252,2,2021-03-20 15:47:13,2021-03-20 16:47:13,45.535379,-122.691396,45.530799,-122.687066,0.38,A crash has the left lanes closed SB at US-30. Use caution.,,US-30 E,R,Portland,Multnomah,OR,97209,US,US/Pacific,KPDX,2021-03-20 15:53:00,51.0,51.0,71.0,30.22,10.0,WSW,9.0,0.02,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-03-20,2021,3,5,15
A-1407309,2,2021-05-09 10:31:56,2021-05-09 20:31:00,45.577223,-122.656259,45.57722800000001,-122.656754,0.024,A crash has occurred use caution.,814.0, NE Lombard St,R,Portland,Multnomah,OR,97211-3564,US,US/Pacific,KPDX,2021-05-09 10:53:00,57.0,57.0,62.0,30.26,10.0,W,8.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-05-09,2021,5,6,10
A-1407364,2,2021-10-14 14:09:00,2021-10-14 15:22:00,45.533606,-122.563603,45.535056,-122.583298,0.958,Stationary traffic on I-84 W - US-30 W from Halsey St/Exit 7 (I-84) to 82nd Ave/Exit 5 (I-84) due to accident.,,I-84 W,R,Portland,Multnomah,OR,97220,US,US/Pacific,KPDX,2021-10-14 13:53:00,54.0,54.0,86.0,30.24,8.0,CALM,0.0,0.04,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-10-14,2021,10,3,14
A-1407405,2,2021-03-26 08:42:00,2021-03-26 16:21:30,45.493106,-122.673576,45.512372,-122.667567,1.3630000000000002,Slow traffic on Pacific Highway 1 N - I-5 N - Marquam Brg N from OR-43/MacAdam Ave/Exit 299 (I-5) to Exit 300 (I-5) due to accident.,,I-5 N,R,Portland,Multnomah,OR,97239,US,US/Pacific,KPDX,2021-03-26 08:53:00,45.0,45.0,76.0,30.25,10.0,CALM,0.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-03-26,2021,3,4,8
A-1407509,2,2021-06-24 13:33:34,2021-06-24 14:01:00,45.422446,-122.580409,45.422282,-122.582651,0.109,Slow traffic on OR-224 from Cascade Hwy to SE Lake Rd due to accident.,,Milwaukie Expy,R,Portland,Clackamas,OR,97222,US,US/Pacific,KPDX,2021-06-24 13:53:00,79.0,79.0,45.0,30.0,10.0,VAR,6.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-06-24,2021,6,3,13
A-1407566,2,2021-12-03 18:41:30,2021-12-03 19:09:00,45.514342,-122.794545,45.519293,-122.807547,0.716,Stationary traffic on Sunset Hwy W - US-26 W from OR-217/Exit 69 (US-26) to Murray Blvd/Exit 67 (US-26) due to accident.,,Sunset Hwy W,R,Portland,Washington,OR,97225,US,US/Pacific,KHIO,2021-12-03 18:53:00,36.0,36.0,97.0,29.9,10.0,NW,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2021-12-03,2021,12,4,18
A-1407926,2,2021-10-21 08:38:15,2021-10-21 10:38:15,45.49727,-122.622622,45.497415,-122.579273,2.099,Hazardous debris is causing no to minimum delays. Use caution.,3900.0, SE Powell Blvd,R,Portland,Multnomah,OR,97202-1722,US,US/Pacific,KPDX,2021-10-21 08:53:00,58.0,58.0,60.0,29.8,10.0,ESE,13.0,0.0,Cloudy,True,False,True,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day,2021-10-21,2021,10,3,8
A-1408088,2,2021-12-09 18:06:55,2021-12-09 20:06:55,45.551236,-122.563809,45.540726,-122.562819,0.728,A disabled vehicle is creating a hazard causing no to minimum delays. Use caution.,,E Portland Fwy S,R,Portland,Multnomah,OR,97220,US,US/Pacific,KPDX,2021-12-09 17:53:00,41.0,37.0,79.0,30.02,10.0,SW,6.0,0.0,Partly Cloudy,False,False,False,False,False,False,True,False,False,False,False,False,False,Night,Night,Night,Day,2021-12-09,2021,12,3,18
A-1408627,2,2021-12-08 17:20:09,2021-12-08 19:05:09,45.588284,-122.545468,45.59718400000001,-122.550071,0.654,Incident on I-205 NB near MP 21 Drive with caution.,,E Portland Fwy N,R,Portland,Multnomah,OR,97230,US,US/Pacific,KTTD,2021-12-08 16:53:00,44.0,44.0,76.0,30.02,10.0,WSW,3.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,2021-12-08,2021,12,2,17
A-1408628,2,2021-11-05 07:57:00,2021-11-05 08:49:30,45.576583,-122.54476499999998,45.59718400000001,-122.550071,1.446,Stationary traffic on Veterans Memorial Fwy N - I-205 N - E Portland Fwy N from Airport Way/Exit 24 (I-205) to WA-14/Exit 27 (I-205) due to accident.,,E Portland Fwy N,R,Portland,Multnomah,OR,97230,US,US/Pacific,KTTD,2021-11-05 07:53:00,51.0,51.0,86.0,29.94,10.0,VAR,3.0,0.05,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-11-05,2021,11,4,7
A-1408706,2,2021-11-11 12:27:26,2021-11-11 14:27:26,45.54121,-122.479168,45.541074,-122.478672,0.026,A disabled vehicle is creating a hazard causing no to minimum delays. Use caution.,,I-84 E,R,Portland,Multnomah,OR,97230,US,US/Pacific,KTTD,2021-11-11 12:38:00,51.0,51.0,89.0,30.16,10.0,E,12.0,0.01,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-11-11,2021,11,3,12
A-1408707,2,2021-10-18 06:02:24,2021-10-18 07:02:24,45.542279,-122.48394,45.54121,-122.479168,0.242,The EB offramp to 181st is closed due to crash use caution. Ramps Affected.,,I-84 E,R,Portland,Multnomah,OR,97230,US,US/Pacific,KTTD,2021-10-18 06:05:00,51.0,51.0,74.0,29.9,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,2021-10-18,2021,10,0,6
A-1408725,2,2021-09-04 05:01:02,2021-09-04 06:46:02,45.554626,-122.73253,45.55527,-122.73381100000002,0.076,Incident on US-30 WB near MP 3 Drive with caution.,4475.0, NW Yeon Ave,L,Portland,Multnomah,OR,97210-1429,US,US/Pacific,KVUO,2021-09-04 04:53:00,52.0,52.0,74.0,29.95,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,2021-09-04,2021,9,5,5
A-1409099,2,2021-07-09 10:25:27,2021-07-09 13:10:27,45.507012,-122.670625,45.511662,-122.667175,0.362,A stall has the center left lane closed NB on the Marquam Bridge. Use caution.,,I-5 N,R,Portland,Multnomah,OR,97201,US,US/Pacific,KPDX,2021-07-09 10:53:00,70.0,70.0,57.0,30.08,10.0,WNW,7.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-07-09,2021,7,4,10
A-1410087,2,2021-10-15 04:35:08,2021-10-15 06:20:08,45.442764,-122.775321,45.453638,-122.78448799999998,0.873,Incident on OR-217 NB near MP 4 Expect long delays.,,Beaverton Tigard Fwy N,R,Portland,Washington,OR,97223,US,US/Pacific,KHIO,2021-10-15 04:53:00,50.0,50.0,100.0,29.99,5.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2021-10-15,2021,10,4,4
A-1410474,2,2021-05-24 05:48:31,2021-05-24 13:48:31,45.514866,-122.691503,45.514826,-122.688363,0.152,A fire has the EB ramp to Market Street closed use an alternate route. Ramps Affected.,,US-26 E,R,Portland,Multnomah,OR,97201,US,US/Pacific,KPDX,2021-05-24 05:53:00,53.0,53.0,83.0,30.09,10.0,SSW,6.0,0.0,Light Rain,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-05-24,2021,5,0,5
A-1410629,2,2021-08-04 17:04:30,2021-08-04 17:36:00,45.533891,-122.563176,45.531768,-122.596715,1.63,Slow traffic on I-84 W - US-30 W from Halsey St/Exit 7 (I-84) to 68th Ave/NE Halsey St/Exit 4 (I-84) due to accident.,,NE Halsey St,R,Portland,Multnomah,OR,97220,US,US/Pacific,KPDX,2021-08-04 16:53:00,95.0,95.0,29.0,29.83,10.0,NW,9.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-08-04,2021,8,2,17
A-1410995,2,2021-10-21 18:12:16,2021-10-21 19:57:16,45.58522,-122.771477,45.586427,-122.772644,0.1009999999999999,Incident on US-30-BYP WB near MP 0 Right lane blocked. Expect delays.,8781.0, NW Bridge Ave,R,Portland,Multnomah,OR,97231-1142,US,US/Pacific,KVUO,2021-10-21 18:16:00,59.0,59.0,83.0,29.75,4.0,CALM,0.0,0.05,Light Rain,False,False,False,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day,2021-10-21,2021,10,3,18
A-1411037,2,2021-05-23 19:51:00,2021-05-23 21:09:30,45.564706,-122.678751,45.557806,-122.67868500000002,0.477,Slow traffic on Pacific Highway 1 S - I-5 S from Portland Blvd/Exit 304 (I-5) to Killingsworth St/Exit 303 (I-5) due to accident.,,I-5 S,R,Portland,Multnomah,OR,97217,US,US/Pacific,KVUO,2021-05-23 19:53:00,62.0,62.0,52.0,30.08,10.0,NW,5.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-05-23,2021,5,6,19
A-1411469,2,2021-09-23 16:36:20,2021-09-23 17:36:20,45.455263,-122.578366,45.45525,-122.579107,0.036,An unconfirmed report of a crash has been received. Use caution.,9401.0, SE 82nd Ave,R,Portland,Clackamas,OR,97222,US,US/Pacific,KPDX,2021-09-23 16:53:00,74.0,74.0,53.0,30.15,10.0,NW,10.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-09-23,2021,9,3,16
A-1411507,2,2021-07-12 15:02:30,2021-07-12 17:10:00,45.525215,-122.662158,45.529873,-122.614431,2.333,Slow traffic on I-84 E - US-30 E from I-5 (I-84) to 47th Ave/Exit 2 (I-84) due to accident.,,I-84 E,R,Portland,Multnomah,OR,97232,US,US/Pacific,KPDX,2021-07-12 14:53:00,83.0,83.0,39.0,30.0,10.0,NW,10.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-07-12,2021,7,0,15
A-1411792,2,2021-11-17 06:56:00,2021-11-17 09:11:00,45.503231,-122.565161,45.54065,-122.562345,2.589,Slow traffic on Veterans Memorial Fwy N - I-205 N - E Portland Fwy N from US-26/Powell Blvd/Exit 19 (I-205) to US-30 Bus/Sandy Blvd/Exit 23 (I-205) due to accident.,,E Portland Fwy N,R,Portland,Multnomah,OR,97266,US,US/Pacific,KPDX,2021-11-17 06:53:00,35.0,30.0,92.0,30.3,10.0,WNW,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,2021-11-17,2021,11,2,6
A-1412488,2,2021-11-15 17:32:30,2021-11-15 20:44:33,45.497067,-122.625885,45.498029,-122.622636,0.171,Stationary traffic on US-26 E - US-26 W from SE 36th Pl to SE Franklin St due to accident.,3614.0, SE Powell Blvd,R,Portland,Multnomah,OR,97202-1880,US,US/Pacific,KPDX,2021-11-15 17:53:00,49.0,44.0,69.0,30.07,10.0,W,12.0,0.0,Mostly Cloudy,True,False,True,False,False,False,False,False,True,True,False,False,False,Night,Night,Day,Day,2021-11-15,2021,11,0,17
A-1412851,2,2021-11-15 18:35:30,2021-11-15 20:36:35,45.498029,-122.622636,45.497517,-122.619886,0.138,Slow traffic on US-26 E - US-26 W from SE Franklin St to SE 42nd Ave due to accident.,3402.0, SE Cesar E Chavez Blvd,L,Portland,Multnomah,OR,97202-1735,US,US/Pacific,KPDX,2021-11-15 18:53:00,48.0,43.0,68.0,30.11,10.0,W,12.0,0.0,Cloudy,False,True,False,False,False,False,False,False,False,False,True,False,False,Night,Night,Night,Night,2021-11-15,2021,11,0,18
A-1413306,2,2021-10-29 16:40:30,2021-10-29 17:01:01,45.492378,-122.673779,45.498198,-122.672829,0.405,Slow traffic from Macadam Av (OR-43) exit [299A] to S Macadam Ave due to accident.,,I-5 N,R,Portland,Multnomah,OR,97239,US,US/Pacific,KPDX,2021-10-29 16:53:00,57.0,57.0,55.0,30.1,10.0,VAR,5.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-10-29,2021,10,4,16
A-1413482,2,2021-06-16 18:02:00,2021-06-16 18:24:30,45.532268,-122.565826,45.539048,-122.559876,0.55,Slow traffic on I-84 E - US-30 E from I-205/Exit 6 (I-84) to I-205/Exit 8 (I-84) due to accident.,,I-84 E,R,Portland,Multnomah,OR,97220,US,US/Pacific,KPDX,2021-06-16 17:53:00,79.0,79.0,29.0,30.13,10.0,NW,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-06-16,2021,6,2,18
A-1413515,2,2021-10-20 09:16:58,2021-10-20 11:01:58,45.49819,-122.672842,45.499089,-122.672822,0.062,Incident on OR-43 NB near MP 0 Right lane blocked. Expect delays.,3462.0, S Macadam Ave,L,Portland,Multnomah,OR,97239,US,US/Pacific,KPDX,2021-10-20 08:53:00,55.0,55.0,74.0,29.84,10.0,S,9.0,0.0,Mostly Cloudy,True,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-10-20,2021,10,2,9
A-1414235,2,2021-03-16 09:59:30,2021-03-16 12:00:00,45.532025,-122.633222,45.527343,-122.657187,1.204,Slow traffic on I-84 W - US-30 W from 33rd Ave/Exit 1 (I-84) to OR-99E/Pacific Hwy/Grand Ave (I-84) due to accident.,,I-84 W,R,Portland,Multnomah,OR,97232,US,US/Pacific,KPDX,2021-03-16 09:53:00,37.0,37.0,79.0,30.19,10.0,WNW,3.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-03-16,2021,3,1,9
A-1414493,2,2021-11-06 10:15:13,2021-11-06 18:15:13,45.525903,-122.660142,45.525401,-122.661725,0.084,High water is causing no to minimum delays. Use caution.,,I-84 W,R,Portland,Multnomah,OR,97232,US,US/Pacific,KPDX,2021-11-06 09:53:00,50.0,50.0,74.0,29.96,10.0,S,9.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-11-06,2021,11,5,10
A-1414711,2,2021-10-12 19:22:00,2021-10-12 19:54:30,45.506467,-122.71446,45.514694,-122.700595,0.88,Slow traffic on Sunset Hwy E - US-26 E from Canyon Rd/Exit 72 (US-26) to Canyon Rd/Exit 73 (US-26) due to accident.,,Sunset Hwy E,R,Portland,Multnomah,OR,97201,US,US/Pacific,KPDX,2021-10-12 18:53:00,52.0,52.0,69.0,30.03,10.0,SSW,3.0,0.01,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,2021-10-12,2021,10,1,19
A-1414952,2,2021-07-02 18:19:00,2021-07-02 19:59:00,45.519628,-122.686347,45.531856,-122.686877,0.845,Slow traffic on I-405 N from US-26/Exit 1D (SB) (I-405) to US-30/Exit 3 (I-405) due to accident.,,SW Taylor St,R,Portland,Multnomah,OR,97205,US,US/Pacific,KPDX,2021-07-02 17:53:00,85.0,85.0,38.0,29.91,10.0,NNW,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-07-02,2021,7,4,18
A-1415137,2,2021-12-27 05:32:49,2021-12-27 07:32:49,45.564841,-122.577584,45.567791,-122.577594,0.204,NB right lane closed at Columbia due to vehicle fire. Use caution.,,NE 82nd Ave,R,Portland,Multnomah,OR,97220,US,US/Pacific,KPDX,2021-12-27 05:34:00,31.0,21.0,82.0,29.71,10.0,NW,13.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2021-12-27,2021,12,0,5
A-1415193,2,2021-06-04 10:31:07,2021-06-04 12:31:07,45.559455,-122.678135,45.563655,-122.678495,0.291,An unconfirmed report of hazardous debris has been received. Use caution.,5456.0, N Missouri Ave,R,Portland,Multnomah,OR,97217-2243,US,US/Pacific,KVUO,2021-06-04 10:53:00,64.0,64.0,45.0,30.08,,WSW,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-06-04,2021,6,4,10
A-1415301,2,2021-10-20 16:16:30,2021-10-20 18:20:00,45.411418,-122.793513,45.41477800000001,-122.790933,0.264,Stationary traffic on OR-99W from SW 116th Ave/SW Durham Rd (SW Pacific Hwy/OR-99W) to SW Gaarde St/SW McDonald St (SW Pacific Hwy/OR-99W) due to accident.,15142.0, SW Pacific Hwy,L,Portland,Washington,OR,97224-3601,US,US/Pacific,KUAO,2021-10-20 15:53:00,62.0,62.0,58.0,29.78,10.0,S,8.0,0.0,Partly Cloudy,False,False,True,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day,2021-10-20,2021,10,2,16
A-1415404,2,2021-11-06 12:28:30,2021-11-06 20:28:30,45.49874000000001,-122.790744,45.431674,-122.758509,4.89,High water is causing no to minimum delays. Use caution.,,Beaverton Tigard Fwy S,R,Portland,Washington,OR,97225,US,US/Pacific,KHIO,2021-11-06 12:53:00,50.0,50.0,71.0,29.78,10.0,S,13.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-11-06,2021,11,5,12
A-1415535,2,2021-10-27 14:08:00,2021-10-27 18:02:30,45.506467,-122.71446,45.514872,-122.691519,1.253,Slow traffic on Sunset Hwy E - US-26 E from exit [72] to exit [74] due to accident.,,Sunset Hwy E,R,Portland,Multnomah,OR,97201,US,US/Pacific,KPDX,2021-10-27 13:53:00,58.0,58.0,70.0,30.28,10.0,SSW,6.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-10-27,2021,10,2,14
